id_manual,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,etiqueta_manual,observacion_manual
409,"Me escucharon atención y resolvieron mis dudas y reclamos, ni que desir de la amabilidad.",Entel,San Isidro,Telecomunicaciones,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Me escucharon atención y resolvieron mis dudas y reclamos, ni que desir de la amabilidad.",me escucharon atención y resolvieron mis dudas y reclamos ni que desir de la amabilidad,89,15,False,False,False,False,True,muy positivo,True,False,,,
410,Me solucionaron mi problema de Internet.,Claro,San Miguel,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Claro/@-12.0698755,-77.1098322,14z/data=!4m12!1m2!2m1!1sclaro+san+miguel!3m8!1s0x9105c95c2a91158d:0xaf9e32e8efc1248!8m2!3d-12.0633513!4d-77.0966873!9m1!1b1!15sChBjbGFybyBzYW4gbWlndWVsIgOIAQGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11b6gqb64q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me solucionaron mi problema de Internet.,me solucionaron mi problema de internet,40,6,False,False,False,False,True,neutral,True,False,,,
411,Un buen lugar para encontrar variedad de productos a buen precio . No les doy 4 estrellas ya que los baños son terriblemente oscuros y se encuentran en mal estado.,Tottus,San Miguel,Retail,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Un buen lugar para encontrar variedad de productos a buen precio . No les doy 4 estrellas ya que los baños son terriblemente oscuros y se encuentran en mal estado.,un buen lugar para encontrar variedad de productos a buen precio no les doy 4 estrellas ya que los baños son terriblemente oscuros y se encuentran en mal estado,163,29,False,False,False,False,True,neutral,True,False,,,
412,"Muy poca empatía de sus empleadas, llegue a comprar algo en la taquilla de Bonus, y mientras buscaban a la empleada que no estaba en su puesto, me hicieron esperar y solo compre algo por 9.50 a pesar de explicar el motivo por el cual pasé por 3 minutos de demora, me hicieron devolver a pagar 5 soles en taquilla. Muy malas respuestas por parte de sus empleadas. Lamento haber ido a ese Wong.",Wong,Miraflores,Retail,2,negativo,Hace 5 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy poca empatía de sus empleadas, llegue a comprar algo en la taquilla de Bonus, y mientras buscaban a la empleada que no estaba en su puesto, me hicieron esperar y solo compre algo por 9.50 a pesar de explicar el motivo por el cual pasé por 3 minutos de demora, me hicieron devolver a pagar 5 soles en taquilla. Muy malas respuestas por parte de sus empleadas. Lamento haber ido a ese Wong.",muy poca empatía de sus empleadas llegue a comprar algo en la taquilla de bonus y mientras buscaban a la empleada que no estaba en su puesto me hicieron esperar y solo compre algo por 9 50 a pesar de explicar el motivo por el cual pasé por 3 minutos de demora me hicieron devolver a pagar 5 soles en taquilla muy malas respuestas por parte de sus empleadas lamento haber ido a ese wong,392,75,False,False,False,False,True,negativo,True,False,,,
413,Fastidiado porque no recibo papel para el cajero automático fastidia el día,BCP,San Isidro,Banca,1,muy negativo,Fecha de edición: Hace 7 meses,"https://www.google.com/maps/place/BCP+San+Isidro/@-12.0961228,-77.0269497,20.83z/data=!4m8!3m7!1s0x9105c85f941b2e8b:0x359976aa0d0f7ea1!8m2!3d-12.0960539!4d-77.0267931!9m1!1b1!16s%2Fg%2F1tg_bk7g?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Fastidiado porque no recibo papel para el cajero automático fastidia el día,fastidiado porque no recibo papel para el cajero automático fastidia el día,75,12,False,False,False,False,True,muy negativo,True,False,,,
414,"Es una tienda que da gustó visitar, siempre está ordenado, la gente muy amable, ahora está diferenciada el área de recojo de compras on línea, se encuentra en el sótano ingresando por uno de los.lados de la tienda, a veces encuentras muy buenas ofertas en esta tienda que algunas veces no he logrado encontrar en otros locales de la cadena. No hay tanta gente en las cajas como suele suceder en otras tiendas.",Falabella,San Isidro,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es una tienda que da gustó visitar, siempre está ordenado, la gente muy amable, ahora está diferenciada el área de recojo de compras on línea, se encuentra en el sótano ingresando por uno de los.lados de la tienda, a veces encuentras muy buenas ofertas en esta tienda que algunas veces no he logrado encontrar en otros locales de la cadena. No hay tanta gente en las cajas como suele suceder en otras tiendas.",es una tienda que da gustó visitar siempre está ordenado la gente muy amable ahora está diferenciada el área de recojo de compras on línea se encuentra en el sótano ingresando por uno de los lados de la tienda a veces encuentras muy buenas ofertas en esta tienda que algunas veces no he logrado encontrar en otros locales de la cadena no hay tanta gente en las cajas como suele suceder en otras tiendas,409,74,False,False,False,False,True,muy positivo,True,False,,,
415,"Oechsle del Jockey NO RECOMENDABLE, pesima atencion al cliente, ropas desordenadas y nadie viene asesorarte. No te permiten cambiar TALLA de prenda si es que regresas luego de comprar para regalar, se ponen malcriados y te ponen mil pretextos. Lo rescatable es como todo Oeschle estan a la moda pero prefiero 1000 veces la atencion al cliente de Oechsle Rambla San Borja es otra cosa atentos y respetuosos.",Oechsle,Jockey Plaza,Retail,1,muy negativo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Oechsle del Jockey NO RECOMENDABLE, pesima atencion al cliente, ropas desordenadas y nadie viene asesorarte. No te permiten cambiar TALLA de prenda si es que regresas luego de comprar para regalar, se ponen malcriados y te ponen mil pretextos. Lo rescatable es como todo Oeschle estan a la moda pero prefiero 1000 veces la atencion al cliente de Oechsle Rambla San Borja es otra cosa atentos y respetuosos.",oechsle del jockey no recomendable pesima atencion al cliente ropas desordenadas y nadie viene asesorarte no te permiten cambiar talla de prenda si es que regresas luego de comprar para regalar se ponen malcriados y te ponen mil pretextos lo rescatable es como todo oeschle estan a la moda pero prefiero 1000 veces la atencion al cliente de oechsle rambla san borja es otra cosa atentos y respetuosos,406,68,False,False,False,False,True,muy negativo,True,False,,,
416,"Local amplio con variedad de productos. Funciona como un Plaza Vea promedio. Pero no es consistente con mantener la variedad de productos que suele ofrecer: no siempre es posible conseguir nuevamente lo que con anterioridad se compró en ese mismo local. La atención del personal es cordial y promedio. Un problema constante es la descoordinación entre las ofertas ofrecidas en góndola y los precios que marcan los productos al pagar en caja, donde no se tiene registrada dicha oferta y se generan constantes reclamos e incomodidades en el proceso de compra.",Plaza Vea,San Borja,Retail,3,neutral,Hace 8 años,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Local amplio con variedad de productos. Funciona como un Plaza Vea promedio. Pero no es consistente con mantener la variedad de productos que suele ofrecer: no siempre es posible conseguir nuevamente lo que con anterioridad se compró en ese mismo local. La atención del personal es cordial y promedio. Un problema constante es la descoordinación entre las ofertas ofrecidas en góndola y los precios que marcan los productos al pagar en caja, donde no se tiene registrada dicha oferta y se generan constantes reclamos e incomodidades en el proceso de compra.",local amplio con variedad de productos funciona como un plaza vea promedio pero no es consistente con mantener la variedad de productos que suele ofrecer no siempre es posible conseguir nuevamente lo que con anterioridad se compró en ese mismo local la atención del personal es cordial y promedio un problema constante es la descoordinación entre las ofertas ofrecidas en góndola y los precios que marcan los productos al pagar en caja donde no se tiene registrada dicha oferta y se generan constantes reclamos e incomodidades en el proceso de compra,557,91,False,False,False,False,True,neutral,True,False,,,
417,"Un clásico, si vives en San Miguel o Pueblo Libre esta cerquisima",Tottus,San Miguel,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Un clásico, si vives en San Miguel o Pueblo Libre esta cerquisima",un clásico si vives en san miguel o pueblo libre esta cerquisima,65,12,False,False,False,False,True,muy positivo,True,False,,,
418,"La señorita de financiera oh me atendió de forma rápida para desbloquear la tarjeta aunque no es atenta ni amable veo eso en muchos establecimientos de retail a diferencia de su personal de seguridad que si lo son y saludan, al rato me di la sorpresa que en el metropolitano La srta si es muy atenta. Hay que mejorar en eso.",Oechsle,Plaza Norte,Retail,3,neutral,Hace 2 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La señorita de financiera oh me atendió de forma rápida para desbloquear la tarjeta aunque no es atenta ni amable veo eso en muchos establecimientos de retail a diferencia de su personal de seguridad que si lo son y saludan, al rato me di la sorpresa que en el metropolitano La srta si es muy atenta. Hay que mejorar en eso.",la señorita de financiera oh me atendió de forma rápida para desbloquear la tarjeta aunque no es atenta ni amable veo eso en muchos establecimientos de retail a diferencia de su personal de seguridad que si lo son y saludan al rato me di la sorpresa que en el metropolitano la srta si es muy atenta hay que mejorar en eso,324,61,False,False,False,False,True,neutral,True,False,,,
419,"Mala atención no quieren dar tu dinero que te has enviado desde el exterior,",Scotiabank,Miraflores,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Scotiabank/@-12.0975172,-77.1197116,12z/data=!3m1!5s0x9105c819394a5af3:0x5abf258a63b34274!4m12!1m2!2m1!1sscotiabank+miraflores!3m8!1s0x9105c8193eb36fbd:0x114350115c53ffda!8m2!3d-12.1235795!4d-77.0294127!9m1!1b1!15sChVzY290aWFiYW5rIG1pcmFmbG9yZXMiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1yj2mg6jf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Mala atención no quieren dar tu dinero que te has enviado desde el exterior,",mala atención no quieren dar tu dinero que te has enviado desde el exterior,76,14,False,False,False,False,True,muy negativo,True,False,,,
420,"Wong 2 de Mayo ofrece una gran variedad de productos bien organizados y de buena calidad. El personal es muy amable, siempre dispuesto a ayudar y hacer que la experiencia de compra sea agradable. Un lugar recomendable para quienes buscan buen servicio y productos frescos.",Wong,San Isidro,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Wong 2 de Mayo ofrece una gran variedad de productos bien organizados y de buena calidad. El personal es muy amable, siempre dispuesto a ayudar y hacer que la experiencia de compra sea agradable. Un lugar recomendable para quienes buscan buen servicio y productos frescos.",wong 2 de mayo ofrece una gran variedad de productos bien organizados y de buena calidad el personal es muy amable siempre dispuesto a ayudar y hacer que la experiencia de compra sea agradable un lugar recomendable para quienes buscan buen servicio y productos frescos,272,45,False,False,False,False,True,muy positivo,True,False,,,
421,"Pésimo. Ambiente tétrico, le falta más vida, falta de iluminación. Requieren hacer mantenimiento. Patio de comidas: Mesas rotas, asientos rasgados, y mejorar la comida muy simple, no tiene sabor",Tottus,Atocongo,Retail,2,negativo,Hace 3 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo. Ambiente tétrico, le falta más vida, falta de iluminación. Requieren hacer mantenimiento. Patio de comidas: Mesas rotas, asientos rasgados, y mejorar la comida muy simple, no tiene sabor",pésimo ambiente tétrico le falta más vida falta de iluminación requieren hacer mantenimiento patio de comidas mesas rotas asientos rasgados y mejorar la comida muy simple no tiene sabor,194,29,False,False,False,False,True,negativo,True,False,,,
422,"Buena variedad de productos. Aunque hubo un cambio en ciertas áreas de la tienda y eso hace que se vea más desordenado. Por lo menos en el área de vestuario de niños esta todo junto ( bebés, niños pequeños y niños ya de talla grandecita). Dificil de encontrar tallas facilmente y modelos.como antes.",Tottus,San Miguel,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buena variedad de productos. Aunque hubo un cambio en ciertas áreas de la tienda y eso hace que se vea más desordenado. Por lo menos en el área de vestuario de niños esta todo junto ( bebés, niños pequeños y niños ya de talla grandecita). Dificil de encontrar tallas facilmente y modelos.como antes.",buena variedad de productos aunque hubo un cambio en ciertas áreas de la tienda y eso hace que se vea más desordenado por lo menos en el área de vestuario de niños esta todo junto bebés niños pequeños y niños ya de talla grandecita dificil de encontrar tallas facilmente y modelos como antes,299,53,False,False,False,False,True,muy positivo,True,False,,,
423,"Demasiado demora la atención, estuve 1 hora haciendo cola para que me den ticket, y 1 hora más esperando para que me atiendan, la gente salía molesta, algunos gritando ""rateros"". En verdad pésima la atención",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Demasiado demora la atención, estuve 1 hora haciendo cola para que me den ticket, y 1 hora más esperando para que me atiendan, la gente salía molesta, algunos gritando ""rateros"". En verdad pésima la atención",demasiado demora la atención estuve 1 hora haciendo cola para que me den ticket y 1 hora más esperando para que me atiendan la gente salía molesta algunos gritando rateros en verdad pésima la atención,207,35,False,False,False,False,True,muy negativo,True,False,,,
