comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
"Fui hoy al banco 25/02/25 a las 9:00 amy las dos señoritas de ventanillas no me querían atender. Ponían excusas de que me faltaba más datos para hacer un depósito . Y Cuando tuve todo lo que me pidieron las señoritas de ventanillas (V5 y V6) no me quiso atender la srta de (V5) y me pasó con otra persona, el cual me dijo que no era necesario esos datos cuando todo procedió me retire casi a las 10:30 am. Sería bueno que el jefe a cargo de ese Banco hablé con ellas para que no hagan perder el tiempo a las personas Obs: las dos chicas se pusieron de acuerdo para no atenderme por qué entre ellas se hablaron cuando estaba ahi",BCP,Angelica Gamarra,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/BCP+Angelica+Gamarra/@-11.9733653,-77.1099482,13z/data=!4m12!1m2!2m1!1sbcp+los+olivos!3m8!1s0x9105cef101c57ec3:0xfea8dce7382feef!8m2!3d-12.0060555!4d-77.0709153!9m1!1b1!15sCg5iY3AgbG9zIG9saXZvcyIDiAEBWhAiDmJjcCBsb3Mgb2xpdm9zkgEEYmFua5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb2JXUXpiVU4zRUFF4AEA-gEECAAQDg!16s%2Fg%2F11ckkrfmsb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Fui hoy al banco 25/02/25 a las 9:00 amy las dos señoritas de ventanillas no me querían atender. Ponían excusas de que me faltaba más datos para hacer un depósito . Y Cuando tuve todo lo que me pidieron las señoritas de ventanillas (V5 y V6) no me quiso atender la srta de (V5) y me pasó con otra persona, el cual me dijo que no era necesario esos datos cuando todo procedió me retire casi a las 10:30 am. Sería bueno que el jefe a cargo de ese Banco hablé con ellas para que no hagan perder el tiempo a las personas Obs: las dos chicas se pusieron de acuerdo para no atenderme por qué entre ellas se hablaron cuando estaba ahi",fui hoy al banco 25 02 25 a las 9 00 amy las dos señoritas de ventanillas no me querían atender ponían excusas de que me faltaba más datos para hacer un depósito y cuando tuve todo lo que me pidieron las señoritas de ventanillas v5 y v6 no me quiso atender la srta de v5 y me pasó con otra persona el cual me dijo que no era necesario esos datos cuando todo procedió me retire casi a las 10 30 am sería bueno que el jefe a cargo de ese banco hablé con ellas para que no hagan perder el tiempo a las personas obs las dos chicas se pusieron de acuerdo para no atenderme por qué entre ellas se hablaron cuando estaba ahi,627,126,False,False,False,False,True,muy negativo,True,False,
"Para darle de baja a tu número por si el dueño es difunto, te pedirán la partida de matrimonio, acta de difunto, DNI del mismo y deberás pedir dcmtos sellado. Te ponen muchos pretextos para evitar su trabajo",Entel,Miraflores,Telecomunicaciones,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Para darle de baja a tu número por si el dueño es difunto, te pedirán la partida de matrimonio, acta de difunto, DNI del mismo y deberás pedir dcmtos sellado. Te ponen muchos pretextos para evitar su trabajo",para darle de baja a tu número por si el dueño es difunto te pedirán la partida de matrimonio acta de difunto dni del mismo y deberás pedir dcmtos sellado te ponen muchos pretextos para evitar su trabajo,207,38,False,False,False,False,True,muy negativo,True,False,
EXCELENTE LUGAR PARA LIGAR HACER AMIGOS NUEVOS TENER PAREJA CONOCER A PERSONAS MARAVILLOSAS,Ripley,Jockey Plaza,Retail,5,muy positivo,una semana atrás,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",EXCELENTE LUGAR PARA LIGAR HACER AMIGOS NUEVOS TENER PAREJA CONOCER A PERSONAS MARAVILLOSAS,excelente lugar para ligar hacer amigos nuevos tener pareja conocer a personas maravillosas,91,13,False,False,False,False,True,muy positivo,True,False,
"Perfecto y muy amables, te colocan gel y te toman la temperatura, la tienda se encuentra con poco aforo por lo que puedes ver los productos sin chocar con alguien y sin tener la presión de ver a todos comprando. Eso sí, la caja estaba llena.",Oechsle,Plaza Norte,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Perfecto y muy amables, te colocan gel y te toman la temperatura, la tienda se encuentra con poco aforo por lo que puedes ver los productos sin chocar con alguien y sin tener la presión de ver a todos comprando. Eso sí, la caja estaba llena.",perfecto y muy amables te colocan gel y te toman la temperatura la tienda se encuentra con poco aforo por lo que puedes ver los productos sin chocar con alguien y sin tener la presión de ver a todos comprando eso sí la caja estaba llena,241,46,False,False,False,False,True,muy positivo,True,False,
Excelente lugar,Entel,Miraflores,Telecomunicaciones,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente lugar,excelente lugar,15,2,True,False,True,False,True,muy positivo,True,True,comentario_corto;comentario_repetido_en_dataset
"asi como el brillo de felicidad y satisfacción de una mujer habla bien de un esposo, el estado emocional de los colaboradores transmite lo mismo a los compradores, la gente mas educada cubre con cortesía los temblores internos.",Tottus,Jockey Plaza,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","asi como el brillo de felicidad y satisfacción de una mujer habla bien de un esposo, el estado emocional de los colaboradores transmite lo mismo a los compradores, la gente mas educada cubre con cortesía los temblores internos.",asi como el brillo de felicidad y satisfacción de una mujer habla bien de un esposo el estado emocional de los colaboradores transmite lo mismo a los compradores la gente mas educada cubre con cortesía los temblores internos,227,38,False,False,False,False,True,neutral,True,False,
Me encanta vivo cerca aunque algunas cosas prefiero comprarlas en el mercadito,Tottus,San Miguel,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta vivo cerca aunque algunas cosas prefiero comprarlas en el mercadito,me encanta vivo cerca aunque algunas cosas prefiero comprarlas en el mercadito,78,12,False,False,False,False,True,muy positivo,True,False,
"No hay atención preferencial a personas de la tercera edad y discapacitados, el personal de seguridad es muy déspota en su trato.",Movistar,Los Olivos,Telecomunicaciones,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","No hay atención preferencial a personas de la tercera edad y discapacitados, el personal de seguridad es muy déspota en su trato.",no hay atención preferencial a personas de la tercera edad y discapacitados el personal de seguridad es muy déspota en su trato,129,22,False,False,False,False,True,muy negativo,True,False,
Un lugar amplio para la atención a sus clientes. La pregunta es porqué en otros centros comerciales no se paga estacionamiento y en el Jockey Plaza así bajes a comprar un jabón en 10 minutos tengas que pagar 5 soles de parqueo.,Tottus,Jockey Plaza,Retail,3,neutral,Fecha de edición: Hace 7 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Un lugar amplio para la atención a sus clientes. La pregunta es porqué en otros centros comerciales no se paga estacionamiento y en el Jockey Plaza así bajes a comprar un jabón en 10 minutos tengas que pagar 5 soles de parqueo.,un lugar amplio para la atención a sus clientes la pregunta es porqué en otros centros comerciales no se paga estacionamiento y en el jockey plaza así bajes a comprar un jabón en 10 minutos tengas que pagar 5 soles de parqueo,227,42,False,False,False,False,True,neutral,True,False,
Lugar exclusivo y buena atención en medex,BBVA,San Isidro,Banca,5,muy positivo,Hace 10 años,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Lugar exclusivo y buena atención en medex,lugar exclusivo y buena atención en medex,41,7,False,False,False,False,True,muy positivo,True,False,
"Una de las mejores tiendas por departamentos, la ubicada en el Jockey Plaza. Todo ordenado, buen personal, sobre todo la sección belleza del primer piso y carteras, con buenas opciones. Noté que retiraron algunas buenas marcas internacionales de prendas varones, sin explicación. En eso les gana la competencia...",Ripley,Jockey Plaza,Retail,5,muy positivo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Una de las mejores tiendas por departamentos, la ubicada en el Jockey Plaza. Todo ordenado, buen personal, sobre todo la sección belleza del primer piso y carteras, con buenas opciones. Noté que retiraron algunas buenas marcas internacionales de prendas varones, sin explicación. En eso les gana la competencia...",una de las mejores tiendas por departamentos la ubicada en el jockey plaza todo ordenado buen personal sobre todo la sección belleza del primer piso y carteras con buenas opciones noté que retiraron algunas buenas marcas internacionales de prendas varones sin explicación en eso les gana la competencia,313,48,False,False,False,False,True,muy positivo,True,False,
"Excelente se consigue de todo , el area de retiro de compras por internet atienden rápido",Falabella,Miraflores,Retail,5,muy positivo,Hace 6 meses,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente se consigue de todo , el area de retiro de compras por internet atienden rápido",excelente se consigue de todo el area de retiro de compras por internet atienden rápido,89,15,False,False,False,False,True,muy positivo,True,False,
"No hay probadores para niños, es muy difícil probarlea la ropa y el aire condicionado no funciona",Falabella,San Isidro,Retail,2,negativo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","No hay probadores para niños, es muy difícil probarlea la ropa y el aire condicionado no funciona",no hay probadores para niños es muy difícil probarlea la ropa y el aire condicionado no funciona,97,17,False,False,False,False,True,negativo,True,False,
"Ayer 16 de enero aproximadamente a las 7 pm, quería comprar jamón serrano, la señorita que atendía en el área, está en el lugar equivocado, ella no tiene ni idea de lo que es servicio, muy pésima atención,",Wong,Miraflores,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ayer 16 de enero aproximadamente a las 7 pm, quería comprar jamón serrano, la señorita que atendía en el área, está en el lugar equivocado, ella no tiene ni idea de lo que es servicio, muy pésima atención,",ayer 16 de enero aproximadamente a las 7 pm quería comprar jamón serrano la señorita que atendía en el área está en el lugar equivocado ella no tiene ni idea de lo que es servicio muy pésima atención,205,38,False,False,False,False,True,muy negativo,True,False,
"Buen lugar para realizar tus operaciones, pago de servicios y otras gestiones.",Interbank,La Molina,Banca,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Interbank/@-12.0334181,-77.4126234,10z/data=!4m12!1m2!2m1!1sinterbank+la+molina!3m8!1s0x9105c7d8e156be63:0x47af67e10b23fa66!8m2!3d-12.0698727!4d-76.9577707!9m1!1b1!15sChNpbnRlcmJhbmsgbGEgbW9saW5hIgOIAQGSAQRiYW5r4AEA!16s%2Fg%2F11gsbmlq8x?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen lugar para realizar tus operaciones, pago de servicios y otras gestiones.",buen lugar para realizar tus operaciones pago de servicios y otras gestiones,78,12,False,False,False,False,True,positivo,True,False,
Me encanta ir a este lugar es grande variado seguro tranquilo encuentras de todo sus precios son accesibles y sus verduras se conservan muy bien al pasar los días buena calidad.. solo que deberían de poner más cajas es bien grande el local y sobrado pueden habilitar más cajas con el distanciamiento apropiado y evitar las colas largas para ingresar,Tottus,Jockey Plaza,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta ir a este lugar es grande variado seguro tranquilo encuentras de todo sus precios son accesibles y sus verduras se conservan muy bien al pasar los días buena calidad.. solo que deberían de poner más cajas es bien grande el local y sobrado pueden habilitar más cajas con el distanciamiento apropiado y evitar las colas largas para ingresar,me encanta ir a este lugar es grande variado seguro tranquilo encuentras de todo sus precios son accesibles y sus verduras se conservan muy bien al pasar los días buena calidad solo que deberían de poner más cajas es bien grande el local y sobrado pueden habilitar más cajas con el distanciamiento apropiado y evitar las colas largas para ingresar,349,60,False,False,False,False,True,positivo,True,False,
"Mala atención, dan una información en la entrada y otra en plataforma, hacen perder tiempo",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace un mes,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Mala atención, dan una información en la entrada y otra en plataforma, hacen perder tiempo",mala atención dan una información en la entrada y otra en plataforma hacen perder tiempo,90,15,False,False,False,False,True,muy negativo,True,False,
Buena atención pero tiene que ser mas rapido,Claro,Plaza Norte,Telecomunicaciones,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Buena atención pero tiene que ser mas rapido,buena atención pero tiene que ser mas rapido,44,8,False,False,False,False,True,positivo,True,False,
"Es una de las sedes más grandes que tienen de Saga. Si no me equivoco, es la principal, por lo que puedes conseguir ofertas aquí. Me pareció bastante ordenado y tranquilo para comprar, cuenta con varias cajas autoservicio.",Falabella,San Isidro,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es una de las sedes más grandes que tienen de Saga. Si no me equivoco, es la principal, por lo que puedes conseguir ofertas aquí. Me pareció bastante ordenado y tranquilo para comprar, cuenta con varias cajas autoservicio.",es una de las sedes más grandes que tienen de saga si no me equivoco es la principal por lo que puedes conseguir ofertas aquí me pareció bastante ordenado y tranquilo para comprar cuenta con varias cajas autoservicio,222,38,False,False,False,False,True,muy positivo,True,False,
"Recogí mi compra de Oeshle y fue SÚPER rápido. Recomiendo ir entre las 12 a 4.50 pm. Atienden rapidísimo con un sistema automatizado que no está en las cajas, sino en el ingreso... Es súper amigable con el cliente y además fácil de usar. ¡Recomendado!",Oechsle,Plaza Norte,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Recogí mi compra de Oeshle y fue SÚPER rápido. Recomiendo ir entre las 12 a 4.50 pm. Atienden rapidísimo con un sistema automatizado que no está en las cajas, sino en el ingreso... Es súper amigable con el cliente y además fácil de usar. ¡Recomendado!",recogí mi compra de oeshle y fue súper rápido recomiendo ir entre las 12 a 4 50 pm atienden rapidísimo con un sistema automatizado que no está en las cajas sino en el ingreso es súper amigable con el cliente y además fácil de usar recomendado,251,46,False,False,False,False,True,muy positivo,True,False,
